92,100.8285714,-8.828571429,77.94367347,222.2563265,14.9082637
117,,16.17142857,261.515102,,
109,,8.171428571,66.7722449,,
85,,-15.82857143,250.5436735,,
117,,16.17142857,261.515102,,
107,,6.171428571,38.08653061,,
82,,-18.82857143,354.515102,,
83,,-17.82857143,317.8579592,,
119,,18.17142857,330.2008163,,
113,,12.17142857,148.1436735,,
101,,0.1714285714,0.0293877551,,
106,,5.171428571,26.74367347,,
101,,0.1714285714,0.0293877551,,
84,,-16.82857143,283.2008163,,
126,,25.17142857,633.6008163,,
69,,-31.82857143,1013.057959,,
82,,-18.82857143,354.515102,,
79,,-21.82857143,476.4865306,,
84,,-16.82857143,283.2008163,,
100,,-0.8285714286,0.6865306122,,
104,,3.171428571,10.05795918,,
111,,10.17142857,103.4579592,,
109,,8.171428571,66.7722449,,
92,,-8.828571429,77.94367347,,
93,,-7.828571429,61.28653061,,
107,,6.171428571,38.08653061,,
81,,-19.82857143,393.1722449,,
118,,17.17142857,294.8579592,,
81,,-19.82857143,393.1722449,,
133,,32.17142857,1035.000816,,
111,,10.17142857,103.4579592,,
82,,-18.82857143,354.515102,,
120,,19.17142857,367.5436735,,
103,,2.171428571,4.715102041,,
115,,14.17142857,200.8293878,,
89,,-11.82857143,139.915102,,
74,,-26.82857143,719.7722449,,
110,,9.171428571,84.11510204,,
83,,-17.82857143,317.8579592,,
110,,9.171428571,84.11510204,,
96,,-4.828571429,23.31510204,,
102,,1.171428571,1.372244898,,
108,,7.171428571,51.42938776,,
110,,9.171428571,84.11510204,,
140,,39.17142857,1534.400816,,
106,,5.171428571,26.74367347,,
111,,10.17142857,103.4579592,,
98,,-2.828571429,8.000816327,,
98,,-2.828571429,8.000816327,,
99,,-1.828571429,3.343673469,,
74,,-26.82857143,719.7722449,,
101,,0.1714285714,0.0293877551,,
107,,6.171428571,38.08653061,,
104,,3.171428571,10.05795918,,
128,,27.17142857,738.2865306,,
87,,-13.82857143,191.2293878,,
95,,-5.828571429,33.9722449,,
109,,8.171428571,66.7722449,,
104,,3.171428571,10.05795918,,
91,,-9.828571429,96.60081633,,
83,,-17.82857143,317.8579592,,
98,,-2.828571429,8.000816327,,
99,,-1.828571429,3.343673469,,
103,,2.171428571,4.715102041,,
126,,25.17142857,633.6008163,,
123,,22.17142857,491.5722449,,
85,,-15.82857143,250.5436735,,
98,,-2.828571429,8.000816327,,
93,,-7.828571429,61.28653061,,
100,,-0.8285714286,0.6865306122,,
